# header:
#   title: Ba136(n,urr) URR parameter at  1.000000E-03 MeV
#   source: TALYS-2.0
#   user: Arjan Koning
#   date: 2024-01-17
#   format: YANDF-0.1
# target:
#   Z: 56
#   A: 136
#   nuclide: Ba136
# reaction:
#   type: (n,urr)
#   E-incident [MeV]:  1.000000E-03
# parameters:
#   neutron separation energy [MeV]:  6.905644E+00
# observables:
#   thermal capture cross section [mb]:  7.030000E+02
#   potential scattering radius [fm]:  4.397314E+00
# datablock:
#   quantity: URR parameter
#   columns: 13
#   entries: 3
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
     0            5.000000E-01     1            1.200750E+03   1.200750E+03   1.801899E+00   1.801899E+00   0.000000E+00   2.163630E-01   1.143511E-01   0.000000E+00   0.000000E+00   0.000000E+00
     1            5.000000E-01    -1            4.147023E+02   1.200750E+03   9.299053E-01   1.162552E+00   0.000000E+00   1.395934E-01   1.788121E-01   0.000000E+00   0.000000E+00   0.000000E+00
     1            1.500000E+00    -1            4.147023E+02   6.334905E+02   9.299053E-01   8.523564E-01   0.000000E+00   5.399597E-02   1.447021E-01   0.000000E+00   0.000000E+00   0.000000E+00
# header:
#   title: Ba136(n,urr) URR parameter at  2.000000E-03 MeV
#   source: TALYS-2.0
#   user: Arjan Koning
#   date: 2024-01-17
#   format: YANDF-0.1
# target:
#   Z: 56
#   A: 136
#   nuclide: Ba136
# reaction:
#   type: (n,urr)
#   E-incident [MeV]:  2.000000E-03
# parameters:
#   neutron separation energy [MeV]:  6.905644E+00
# observables:
#   thermal capture cross section [mb]:  7.030000E+02
#   potential scattering radius [fm]:  4.380342E+00
# datablock:
#   quantity: URR parameter
#   columns: 13
#   entries: 3
##       l              J              P            D(l)          D(l,J)          S(l)          S(l,J)         Gx(l,J)        Gn(l,J)        Gg(l,J)        Gf(l,J)        Gp(l,J)        Ga(l,J)
##      []             []             []            [eV]           [eV]            []             []            [eV]           [eV]           [eV]           [eV]           [eV]           [eV]
     0            5.000000E-01     1            1.199239E+03   1.199239E+03   1.788173E+00   1.788173E+00   0.000000E+00   2.144447E-01   1.143771E-01   0.000000E+00   0.000000E+00   0.000000E+00
     1            5.000000E-01    -1            4.141794E+02   1.199239E+03   9.290451E-01   1.161218E+00   0.000000E+00   1.392578E-01   1.788144E-01   0.000000E+00   0.000000E+00   0.000000E+00
     1            1.500000E+00    -1            4.141794E+02   6.326908E+02   9.290451E-01   8.516541E-01   0.000000E+00   5.388337E-02   1.447161E-01   0.000000E+00   0.000000E+00   0.000000E+00
# header:
#   title: Ba136(n,urr) URR parameter at  5.000000E-03 MeV
#   source: TALYS-2.0
#   user: Arjan Koning
#   date: 2024-01-17
#   format: YANDF-0.1
# target:
#   Z: 56
#   A: 136
#   nuclide: Ba136
# reaction:
#   type: (n,urr)
#   E-incident [MeV]:  5.000000E-03
